Project,Study,Ord_Occ,Sta_ID,Cruise_Cast,Cast_ID,FileName,SeasaveAcqVer,Temperature_SN,Conductivity_SN,Bytes/Scan,Num_VoltageWords,ScansAve_DeckUnit,StartCast_PST,NMEA_Latitude,NMEA_Longitude,NMEA_UTC_,Store_Lat/Lon_Data,number_of_scans_to_average,pressure_baud_rate,NMEA_baud_rate,A/D_offset,GPIB_address,Ship,Cruise,Station,Cast,Operator,Cast Type,System_UTC,scan,timeJ,prDM,t090C,t190C,TRANSV,FLUORV,ALTV,PARV,OX1V,OX2V,ISUSV,PHV,spar,par,latitude,longitude,depSM,sal00,sal11,sbeox0ML/L,sbeox0PS,sbox0Mm/Kg,sbeox1ML/L,sbeox1PS,sbox1Mm/Kg,Sigma-theta00,Sigma-theta11,potemp090C,potemp190C,dm,sva,nbin,ProcDate,SBEDataProcVers,CTD.File,CTD.Con,datcnv_Ox1_hysteresis_corr,Filter_tcA,Filter_tcB,Filter_tcAvars,Filter_tcBvars,AlignCTD_Adv,celltm_alpha,celltm_tau,celltm_tsensors,derive_CNV.File,derive_CNV.Con,Derive_docdt,derive_ox_tau_corr,Loopedit_minVel,Loopedit_excl_bad_scans,Binavg_bintype,Binavg_binsize
CalCOFI,2504SH,006,093.3 035.0,2504_006,2504_006d,2504006.hex,.107,5102,3569,44,5,1,21-Mar-2025 12:10:09,32 41.02 N,117 52.06 W,21-Mar-2025 Mar 21 2025 12:09:08,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 35.0,006,LTI,ROS,21-Mar-2025 Mar 21 2025 12:10:09,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 32.6837,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:34,7.26.7.129 [datcnv_vars = 21],2504006.hex,4006.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504006.cnv,4006.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,007,093.3 040.0,2504_007,2504_007u,2504007.hex,.107,5102,3569,44,5,1,21-Mar-2025 17:00:37,32 31.70 N,118 12.94 W,22-Mar-2025 Mar 21 2025 17:00:12,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 40.0,007,LTI,PRODO,22-Mar-2025 Mar 21 2025 17:00:37,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 32.5283,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:36,7.26.7.129 [datcnv_vars = 21],2504007.hex,4007.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504007.cnv,4007.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,007,093.3 040.0,2504_007,2504_007d,2504007.hex,.107,5102,3569,44,5,1,21-Mar-2025 17:00:37,32 31.70 N,118 12.94 W,22-Mar-2025 Mar 21 2025 17:00:12,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 40.0,007,LTI,PRODO,22-Mar-2025 Mar 21 2025 17:00:37,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 32.5283,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:36,7.26.7.129 [datcnv_vars = 21],2504007.hex,4007.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504007.cnv,4007.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,008,093.3 045.0,2504_008,2504_008u,2504008.hex,.107,5102,3569,44,5,1,21-Mar-2025 20:26:17,32 20.49 N,118 33.15 W,22-Mar-2025 Mar 21 2025 20:24:09,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 45.0,008,KDV,ROS,22-Mar-2025 Mar 21 2025 20:26:17,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 32.3415,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:37,7.26.7.129 [datcnv_vars = 21],2504008.hex,4008.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504008.cnv,4008.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,008,093.3 045.0,2504_008,2504_008d,2504008.hex,.107,5102,3569,44,5,1,21-Mar-2025 20:26:17,32 20.49 N,118 33.15 W,22-Mar-2025 Mar 21 2025 20:24:09,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 45.0,008,KDV,ROS,22-Mar-2025 Mar 21 2025 20:26:17,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 32.3415,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:37,7.26.7.129 [datcnv_vars = 21],2504008.hex,4008.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504008.cnv,4008.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,009,093.3 050.0,2504_009,2504_009u,2504009.hex,.107,5102,3569,44,5,1,22-Mar-2025 00:23:37,32 10.84 N,118 53.63 W,22-Mar-2025 Mar 22 2025 00:21:39,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 50.0,009,JMA,ROS,22-Mar-2025 Mar 22 2025 00:23:37,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 32.1807,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:39,7.26.7.129 [datcnv_vars = 21],2504009.hex,4009.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504009.cnv,4009.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,009,093.3 050.0,2504_009,2504_009d,2504009.hex,.107,5102,3569,44,5,1,22-Mar-2025 00:23:37,32 10.84 N,118 53.63 W,22-Mar-2025 Mar 22 2025 00:21:39,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 50.0,009,JMA,ROS,22-Mar-2025 Mar 22 2025 00:23:37,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 32.1807,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:39,7.26.7.129 [datcnv_vars = 21],2504009.hex,4009.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504009.cnv,4009.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,010,093.3 055.0,2504_010,2504_010u,2504010.hex,.107,5102,3569,44,5,1,22-Mar-2025 04:17:15,32 00.66 N,119 14.09 W,22-Mar-2025 Mar 22 2025 04:15:04,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 55.0,010,KDV,ROS,22-Mar-2025 Mar 22 2025 04:17:15,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 32.011,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:40,7.26.7.129 [datcnv_vars = 21],2504010.hex,4010.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504010.cnv,4010.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,010,093.3 055.0,2504_010,2504_010d,2504010.hex,.107,5102,3569,44,5,1,22-Mar-2025 04:17:15,32 00.66 N,119 14.09 W,22-Mar-2025 Mar 22 2025 04:15:04,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 55.0,010,KDV,ROS,22-Mar-2025 Mar 22 2025 04:17:15,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 32.011,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:40,7.26.7.129 [datcnv_vars = 21],2504010.hex,4010.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504010.cnv,4010.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,011,093.3 060.0,2504_011,2504_011u,2504011.hex,.107,5102,3569,44,5,1,22-Mar-2025 08:09:50,31 50.78 N,119 34.06 W,22-Mar-2025 Mar 22 2025 08:07:58,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 60.0,011,LTI,ROS,22-Mar-2025 Mar 22 2025 08:09:50,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.8463,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:42,7.26.7.129 [datcnv_vars = 21],2504011.hex,4011.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504011.cnv,4011.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,011,093.3 060.0,2504_011,2504_011d,2504011.hex,.107,5102,3569,44,5,1,22-Mar-2025 08:09:50,31 50.78 N,119 34.06 W,22-Mar-2025 Mar 22 2025 08:07:58,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 60.0,011,LTI,ROS,22-Mar-2025 Mar 22 2025 08:09:50,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.8463,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:42,7.26.7.129 [datcnv_vars = 21],2504011.hex,4011.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504011.cnv,4011.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,012,093.3 070.0,2504_012,2504_012u,2504012.hex,.107,5102,3569,44,5,1,22-Mar-2025 13:33:27,31 30.47 N,120 14.79 W,22-Mar-2025 Mar 22 2025 13:32:12,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 70.0,012,LTI,ROS,22-Mar-2025 Mar 22 2025 13:33:27,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.5078,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:43,7.26.7.129 [datcnv_vars = 21],2504012.hex,4012.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504012.cnv,4012.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,012,093.3 070.0,2504_012,2504_012d,2504012.hex,.107,5102,3569,44,5,1,22-Mar-2025 13:33:27,31 30.47 N,120 14.79 W,22-Mar-2025 Mar 22 2025 13:32:12,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 70.0,012,LTI,ROS,22-Mar-2025 Mar 22 2025 13:33:27,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.5078,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:43,7.26.7.129 [datcnv_vars = 21],2504012.hex,4012.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504012.cnv,4012.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,013,093.3 080.0,2504_013,2504_013u,2504013.hex,.107,5102,3569,44,5,1,22-Mar-2025 19:54:41,31 10.46 N,120 55.17 W,23-Mar-2025 Mar 22 2025 19:52:57,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 80.0,013,LTI,PRODO,23-Mar-2025 Mar 22 2025 19:54:41,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.1743,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:45,7.26.7.129 [datcnv_vars = 21],2504013.hex,4013.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504013.cnv,4013.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,013,093.3 080.0,2504_013,2504_013d,2504013.hex,.107,5102,3569,44,5,1,22-Mar-2025 19:54:41,31 10.46 N,120 55.17 W,23-Mar-2025 Mar 22 2025 19:52:57,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,93.3 80.0,013,LTI,PRODO,23-Mar-2025 Mar 22 2025 19:54:41,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 31.1743,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:10:45,7.26.7.129 [datcnv_vars = 21],2504013.hex,4013.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504013.cnv,4013.XMLCON,seconds: 2,yes,meters,1
